,mb,mun,year,budget,expenditure,income,transfers,area,population,income_percap,budget_percap,expenditure_percap,transfers_percap,pe_party_id,pe_party_abr,pe_party_full,party13_id,party13_abr,party13_full
452,70157,Beograd-Zemun,2012,821491.0,755353.0,,,150,170793.0,,4.8098634019,4.42262270702,,1.0,SNS,Srpska Napredna Stranka,1.0,SNS,Srpska Napredna Stranka
453,70157,Beograd-Zemun,2013,696358.0,658732.0,,,150,170793.0,,4.07720456927,3.85690280047,,1.0,SNS,Srpska Napredna Stranka,1.0,SNS,Srpska Napredna Stranka
454,70157,Beograd-Zemun,2014,669697.0,587588.0,,,150,170793.0,,3.92110332391,3.44035177086,,1.0,SNS,Srpska Napredna Stranka,1.0,SNS,Srpska Napredna Stranka
455,70157,Beograd-Zemun,2015,741259.0,0.0,,,150,170793.0,,4.34010176061,0.0,,1.0,SNS,Srpska Napredna Stranka,1.0,SNS,Srpska Napredna Stranka
456,70173,Beograd-Mladenovac,2011,658050.54,627440.26,,,339,52715.0,,12.4831744285,11.9024994783,,,,,,,
457,70173,Beograd-Mladenovac,2012,718620.67,671438.77,,,339,52715.0,,13.6321857156,12.73714825,,,,,,,
458,70173,Beograd-Mladenovac,2013,642679.64,580076.7,,,339,52715.0,,12.1915894907,11.0040159347,,,,,,,
459,70173,Beograd-Mladenovac,2014,540985.76,494953.18,,,339,52715.0,,10.2624634355,9.38922849284,,,,,,,
460,70173,Beograd-Mladenovac,2015,533216.73,0.0,,,339,52715.0,,10.1150854595,0.0,,,,,,,
461,70181,Beograd-Novi Beograd,2011,710660.0,670185.0,,,41,214277.0,,3.31654820629,3.12765719139,,,,,,,
462,70181,Beograd-Novi Beograd,2012,638604.0,599870.0,,,41,214277.0,,2.98027319778,2.79950717996,,,,,,,
463,70181,Beograd-Novi Beograd,2013,638336.0,619804.0,,,41,214277.0,,2.97902248025,2.89253629648,,,,,,,
464,70181,Beograd-Novi Beograd,2014,593858.0,567503.0,,,41,214277.0,,2.77145003897,2.64845503717,,,,,,,
465,70181,Beograd-Novi Beograd,2015,635711.0,0.0,,,41,214277.0,,2.96677198206,0.0,,,,,,,
466,70203,Beograd-Palilula,2011,858419.0,777001.0,,,451,177258.0,,4.84276591183,4.38344672737,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
467,70203,Beograd-Palilula,2011,858419.0,777001.0,,,117,73317.0,,11.7083213989,10.5978286073,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
468,70203,Beograd-Palilula,2012,737890.0,670055.0,,,451,177258.0,,4.16280224306,3.78011147593,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
469,70203,Beograd-Palilula,2012,737890.0,670055.0,,,117,73317.0,,10.0643779751,9.13914917413,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
470,70203,Beograd-Palilula,2013,607532.0,568768.0,,,451,177258.0,,3.42738832662,3.20870144084,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
471,70203,Beograd-Palilula,2013,607532.0,568768.0,,,117,73317.0,,8.28637287396,7.75765511409,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
472,70203,Beograd-Palilula,2014,592110.0,502203.0,,,451,177258.0,,3.34038520123,2.83317537149,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
473,70203,Beograd-Palilula,2014,592110.0,502203.0,,,117,73317.0,,8.07602602398,6.84974835304,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
474,70203,Beograd-Palilula,2015,659481.0,0.0,,,451,177258.0,,3.720458315,0.0,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
475,70203,Beograd-Palilula,2015,659481.0,0.0,,,117,73317.0,,8.99492614264,0.0,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
476,70211,Beograd-Rakovica,2011,661216.0,534970.0,,,30,108910.0,,6.07121476448,4.91203746212,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
477,70211,Beograd-Rakovica,2012,806875.0,672021.0,,,30,108910.0,,7.4086401616,6.17042512166,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
478,70211,Beograd-Rakovica,2013,612891.0,505044.0,,,30,108910.0,,5.62749977045,4.63726012304,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
479,70211,Beograd-Rakovica,2014,490220.0,447740.0,,,30,108910.0,,4.50114773666,4.11110090901,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
480,70211,Beograd-Rakovica,2015,509019.0,0.0,,,30,108910.0,,4.67375814893,0.0,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
481,70262,Blace,2014,367663.0,288679.0,,,306,11212.0,,32.7919193721,25.7473242954,,2.0,DS,Demokratska Stranka,7.0,DSS,Demokratska stranke Srbije
482,70262,Blace,2015,369994.0,0.0,,,306,11212.0,,32.9998216197,0.0,,2.0,DS,Demokratska Stranka,7.0,DSS,Demokratska stranke Srbije
483,70289,Bogatic,2014,587000.0,502054.56,,,384,27881.0,,21.0537642122,18.0070499623,,2.0,DS,Demokratska Stranka,3.0,SPS,Socijalisticka Partija Srbije
484,70289,Bogatic,2015,646336.98,0.0,,,384,27881.0,,23.1819870162,0.0,,2.0,DS,Demokratska Stranka,3.0,SPS,Socijalisticka Partija Srbije
485,70297,Bojnik,2014,339757.0,289522.0,,,264,10714.0,,31.7114989733,27.0227739406,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
486,70297,Bojnik,2015,316179.0,0.0,,,264,10714.0,,29.5108269554,0.0,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
487,70335,Bosilegrad,2014,605490.02,365894.28,,,571,7729.0,,78.3400207013,47.3404424893,,,,,,,
488,70335,Bosilegrad,2015,549020.01,0.0,,,571,7729.0,,71.0337702161,0.0,,,,,,,
489,70343,Brus,2014,631680.0,390638.0,,,606,15706.0,,40.2190245766,24.8718960907,,15.0,NS,Nova Srbija,3.0,SPS,Socijalisticka Partija Srbije
490,70343,Brus,2015,710618.0,0.0,,,606,15706.0,,45.2450019101,0.0,,15.0,NS,Nova Srbija,3.0,SPS,Socijalisticka Partija Srbije
491,70360,Valjevo,2014,2471570.08,2254785.38,,,905,88527.0,,27.9188279282,25.4700303862,,2.0,DS,Demokratska Stranka,3.0,SPS,Socijalisticka Partija Srbije
492,70360,Valjevo,2015,2449462.02,0.0,,,905,88527.0,,27.6690955302,0.0,,2.0,DS,Demokratska Stranka,3.0,SPS,Socijalisticka Partija Srbije
493,70378,Varvarin,2014,450000.02,377161.85,,,249,17349.0,,25.9380955675,21.7396881665,,25.0,SPO,Srpski pokret obnove,25.0,SPO,Srpski pokret obnove
494,70378,Varvarin,2015,443500.02,0.0,,,249,17349.0,,25.5634342037,0.0,,25.0,SPO,Srpski pokret obnove,25.0,SPO,Srpski pokret obnove
495,70394,Veliko Gradiste,2014,303234.2,284063.46,,,344,16948.0,,17.8920344583,16.7608838801,,,,,,,
496,70394,Veliko Gradiste,2015,531652.57,0.0,,,344,16948.0,,31.3696347652,0.0,,,,,,,
497,70416,Vladicin Han,2014,610676.01,531766.45,,,366,20012.0,,30.5154912053,26.5723790726,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
498,70416,Vladicin Han,2015,560760.0,0.0,,,366,20012.0,,28.0211872876,0.0,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
499,70459,Vrnjacka Banja,2014,834312.05,670909.74,,,239,26948.0,,30.9600731038,24.8964576221,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
500,70459,Vrnjacka Banja,2015,894508.0,0.0,,,239,26948.0,,33.1938548315,0.0,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
501,70467,Gadzin Han,2014,495247.0,258975.0,,,325,7767.0,,63.7629715463,33.3429895713,,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
502,70467,Gadzin Han,2015,473631.0,0.0,,,325,7767.0,,60.9799150251,0.0,,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
503,70475,Golubac,2014,362361.0,273607.0,,,367,7940.0,,45.6374055416,34.4593198992,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
504,70475,Golubac,2015,313251.0,0.0,,,367,7940.0,,39.4522670025,0.0,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
505,70483,Gornji Milanovac,2014,1593400.0,1138797.0,,,836,43140.0,,36.9355586463,26.397705146,,3.0,SPS,Socijalisticka Partija Srbije,2.0,DS,Demokratska Stranka
506,70483,Gornji Milanovac,2015,1462242.0,0.0,,,836,43140.0,,33.89527121,0.0,,3.0,SPS,Socijalisticka Partija Srbije,2.0,DS,Demokratska Stranka
507,70491,Despotovac,2014,735603.56,607901.13,,,623,22094.0,,33.2942681271,27.5143084095,,2.0,DS,Demokratska Stranka,3.0,SPS,Socijalisticka Partija Srbije
508,70491,Despotovac,2015,682499.84,0.0,,,623,22094.0,,30.8907323255,0.0,,2.0,DS,Demokratska Stranka,3.0,SPS,Socijalisticka Partija Srbije
509,70513,Doljevac,2014,427817.0,334347.0,,,121,18305.0,,23.3715924611,18.2653373395,,26.0,PZJ,Pokret za Jug,26.0,PZJ,Pokret za Jug
510,70513,Doljevac,2015,428847.0,0.0,,,121,18305.0,,23.4278612401,0.0,,26.0,PZJ,Pokret za Jug,26.0,PZJ,Pokret za Jug
511,70521,zabari,2014,297663.14,223093.62,,,264,10645.0,,27.9627186473,20.9575969939,,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
512,70521,zabari,2015,290059.1,0.0,,,264,10645.0,,27.248388915,0.0,,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
513,70530,zagubica,2014,508366.0,384947.0,,,760,12084.0,,42.069347898,31.8559251903,,4.0,URS,Ujedinjeni Regioni Srbije,3.0,SPS,Socijalisticka Partija Srbije
514,70530,zagubica,2015,434549.0,0.0,,,760,12084.0,,35.9606918239,0.0,,4.0,URS,Ujedinjeni Regioni Srbije,3.0,SPS,Socijalisticka Partija Srbije
515,70548,zitoradja,2014,456948.0,349709.0,,,214,15792.0,,28.9354103343,22.1446935157,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
516,70548,zitoradja,2015,6097541.0,0.0,,,214,15792.0,,386.115818136,0.0,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
517,70556,Zajecar,2014,1891378.21,171296.07,,,1069,57457.0,,32.9181511391,2.98129157457,,4.0,URS,Ujedinjeni Regioni Srbije,4.0,URS,Ujedinjeni Regioni Srbije
518,70556,Zajecar,2015,2402890.52,0.0,,,1069,57457.0,,41.8206749395,0.0,,4.0,URS,Ujedinjeni Regioni Srbije,4.0,URS,Ujedinjeni Regioni Srbije
519,70564,Ivanjica,2014,1144192.0,697327.0,,,1090,31033.0,,36.8701704637,22.4704991461,,10.0,GGZZI,Grupa Gradjana Zajedno za Ivanjicu,9.0,GGMZ,Grupa Gradjana Milomir Zoric
520,70564,Ivanjica,2015,1013858.0,0.0,,,1090,31033.0,,32.670318693,0.0,,10.0,GGZZI,Grupa Gradjana Zajedno za Ivanjicu,9.0,GGMZ,Grupa Gradjana Milomir Zoric
521,70572,Kladovo,2014,776786.4,644175.29,,,629,19834.0,,39.1643843904,32.4783346778,,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
522,70572,Kladovo,2015,687696.26,0.0,,,629,19834.0,,34.672595543,0.0,,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
523,70599,Knic,2014,407784.0,294952.0,,,413,13675.0,,29.8196709324,21.568702011,,2.0,DS,Demokratska Stranka,3.0,SPS,Socijalisticka Partija Srbije
524,70599,Knic,2015,416722.0,0.0,,,413,13675.0,,30.4732723949,0.0,,2.0,DS,Demokratska Stranka,3.0,SPS,Socijalisticka Partija Srbije
525,70602,Knjazevac,2014,974672.0,811487.0,,,1202,29948.0,,32.54547883,27.0965339923,,2.0,DS,Demokratska Stranka,4.0,URS,Ujedinjeni Regioni Srbije
526,70602,Knjazevac,2015,993620.0,0.0,,,1202,29948.0,,33.1781755042,0.0,,2.0,DS,Demokratska Stranka,4.0,URS,Ujedinjeni Regioni Srbije
527,70637,Koceljeva,2014,299830.0,258276.0,,,257,12497.0,,23.9921581179,20.6670400896,,8.0,GGzVM,Grupa Gradjana Veroljub Matic,1.0,SNS,Srpska Napredna Stranka
528,70637,Koceljeva,2015,282564.0,0.0,,,257,12497.0,,22.6105465312,0.0,,8.0,GGzVM,Grupa Gradjana Veroljub Matic,1.0,SNS,Srpska Napredna Stranka
529,70653,Kraljevo,2014,3402112.0,2938520.0,,,1530,122782.0,,27.7085566288,23.9328240296,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
530,70653,Kraljevo,2015,3507573.0,0.0,,,1530,122782.0,,28.567485462,0.0,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
531,70661,Krupanj,2014,582170.0,449320.0,,,342,16459.0,,35.3709216842,27.2993498998,,,,,,,
532,70661,Krupanj,2015,566698.0,0.0,,,342,16459.0,,34.4308888754,0.0,,,,,,,
533,70670,Krusevac,2014,3040461.0,2553071.0,,,854,125853.0,,24.1588281567,20.2861354119,,,,,,,
534,70670,Krusevac,2015,2804704.0,0.0,,,854,125853.0,,22.2855553702,0.0,,,,,,,
535,70688,Kursumlija,2014,783788.6,705575.89,,,952,18488.0,,42.3944504543,38.1639923193,,15.0,NS,Nova Srbija,1.0,SNS,Srpska Napredna Stranka
536,70688,Kursumlija,2015,659850.0,0.0,,,952,18488.0,,35.6907183038,0.0,,15.0,NS,Nova Srbija,1.0,SNS,Srpska Napredna Stranka
537,70696,Kucevo,2014,517000.0,454795.0,,,721,14515.0,,35.6183258698,31.3327592146,,1.0,SNS,Srpska Napredna Stranka,1.0,SNS,Srpska Napredna Stranka
538,70696,Kucevo,2015,511000.0,0.0,,,721,14515.0,,35.2049603858,0.0,,1.0,SNS,Srpska Napredna Stranka,1.0,SNS,Srpska Napredna Stranka
539,70700, Lajkovac,2014,998741.33,767621.5,,,186,15150.0,,65.923520132,50.6680858086,,7.0,DSS,Demokratska stranke Srbije,3.0,SPS,Socijalisticka Partija Srbije
540,70700, Lajkovac,2015,911809.24,0.0,,,186,15150.0,,60.1854283828,0.0,,7.0,DSS,Demokratska stranke Srbije,3.0,SPS,Socijalisticka Partija Srbije
541,70726,Leskovac,2014,3198055.0,2788843.0,,,1025,140487.0,,22.7640635788,19.8512531409,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
542,70726,Leskovac,2015,3646485.0,0.0,,,1025,140487.0,,25.9560315189,0.0,,2.0,DS,Demokratska Stranka,1.0,SNS,Srpska Napredna Stranka
543,70734,Loznica,2014,2166000.49,1747811.04,,,612,77543.0,,27.9328951678,22.5398945101,,4.0,URS,Ujedinjeni Regioni Srbije,4.0,URS,Ujedinjeni Regioni Srbije
544,70734,Loznica,2015,2140630.45,0.0,,,612,77543.0,,27.6057213417,0.0,,4.0,URS,Ujedinjeni Regioni Srbije,4.0,URS,Ujedinjeni Regioni Srbije
545,70769,Ljig,2014,394927.0,337496.0,,,279,12073.0,,32.7115878406,27.9546094591,,15.0,NS,Nova Srbija,3.0,SPS,Socijalisticka Partija Srbije
546,70769,Ljig,2015,391911.0,0.0,,,279,12073.0,,32.4617742069,0.0,,15.0,NS,Nova Srbija,3.0,SPS,Socijalisticka Partija Srbije
547,70777,Ljubovija,2014,628170.0,517981.0,,,356,13753.0,,45.6751254272,37.6631280448,,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
548,70777,Ljubovija,2015,643905.0,0.0,,,356,13753.0,,46.8192394387,0.0,,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
549,70793,Mali Zvornik,2014,597640.0,450844.0,,,184,12005.0,,49.7825905873,37.5546855477,,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
550,70793,Mali Zvornik,2015,647142.0,0.0,,,184,12005.0,,53.9060391504,0.0,,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
551,70815,Medvedja,2014,430547.0,351897.0,,,524,7111.0,,60.5466179159,49.4862888483,,35.0,GGGJ,"Grupa Gradjana ""Gornja Jablanica""",35.0,GGGJ,"Grupa Gradjana ""Gornja Jablanica"""
552,70815,Medvedja,2015,494925.0,0.0,,,524,7111.0,,69.5999156237,0.0,,35.0,GGGJ,"Grupa Gradjana ""Gornja Jablanica""",35.0,GGGJ,"Grupa Gradjana ""Gornja Jablanica"""
553,70831, Mionica,2014,405744.0,319490.0,,,329,13821.0,,29.3570653354,23.1162723392,,15.0,NS,Nova Srbija,3.0,SPS,Socijalisticka Partija Srbije
554,70831, Mionica,2015,99936.0,0.0,,,329,13821.0,,7.23073583677,0.0,,15.0,NS,Nova Srbija,3.0,SPS,Socijalisticka Partija Srbije
555,70840,Negotin,2014,998736.01,841379.26,,,1090,35103.0,,28.4515856195,23.9688704669,,2.0,DS,Demokratska Stranka,3.0,SPS,Socijalisticka Partija Srbije
556,70840,Negotin,2015,1093658.56,0.0,,,1090,35103.0,,31.1557006524,0.0,,2.0,DS,Demokratska Stranka,3.0,SPS,Socijalisticka Partija Srbije
557,70874,Novi Pazar,2014,1242847.0,1047053.0,,,742,103087.0,,12.056292258,10.1569839068,,31.0,SDPS,Socijaldemokratska partija Srbije Rasim Ljajic,31.0,SDPS,Socijaldemokratska partija Srbije Rasim Ljajic
558,70874,Novi Pazar,2015,1625906.0,0.0,,,742,103087.0,,15.7721730189,0.0,,31.0,SDPS,Socijaldemokratska partija Srbije Rasim Ljajic,31.0,SDPS,Socijaldemokratska partija Srbije Rasim Ljajic
559,70882,Osecina,2014,348798.0,301849.0,,,319,11933.0,,29.2296991536,25.2953155116,,37.0,G17+,G sedamnaest plus,4.0,URS,Ujedinjeni Regioni Srbije
560,70882,Osecina,2015,302638.0,0.0,,,319,11933.0,,25.3614346769,0.0,,37.0,G17+,G sedamnaest plus,4.0,URS,Ujedinjeni Regioni Srbije
561,70904,Paracin,2014,1434784.0,1104484.0,,,542,52860.0,,27.1430949678,20.8945138101,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
562,70904,Paracin,2015,1368000.0,0.0,,,542,52860.0,,25.8796821793,0.0,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
563,70939,Pirot,2014,1623386.0,1337132.0,,,1232,56396.0,,28.7854812398,23.7096957231,,30.0,KzP,Koalicija za Pirot,30.0,KzP,Koalicija za Pirot
564,70939,Pirot,2015,1702436.0,0.0,,,1232,56396.0,,30.1871763955,0.0,,30.0,KzP,Koalicija za Pirot,30.0,KzP,Koalicija za Pirot
565,70947,Pozarevac,2011,3022905.0,2377074.0,,,374,60850.0,,49.677978636,39.0644864421,,2.0,DS,Demokratska Stranka,3.0,SPS,Socijalisticka Partija Srbije
566,70947,Pozarevac,2012,3250567.0,2323879.0,,,374,60850.0,,53.4193426459,38.1902875924,,2.0,DS,Demokratska Stranka,3.0,SPS,Socijalisticka Partija Srbije
567,70947,Pozarevac,2013,3195974.0,2239526.0,,,374,60850.0,,52.5221692687,36.804042728,,2.0,DS,Demokratska Stranka,3.0,SPS,Socijalisticka Partija Srbije
568,70947,Pozarevac,2014,3564153.0,2497066.0,,,374,60850.0,,58.5727691044,41.0364174199,,2.0,DS,Demokratska Stranka,3.0,SPS,Socijalisticka Partija Srbije
569,70947,Pozarevac,2015,2525571.0,0.0,,,374,60850.0,,41.5048644207,0.0,,2.0,DS,Demokratska Stranka,3.0,SPS,Socijalisticka Partija Srbije
570,70955,Pozega,2014,719471.01,636661.06,,,426,28757.0,,25.0189870292,22.1393420732,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
571,70955,Pozega,2015,768000.0,0.0,,,426,28757.0,,26.7065410161,0.0,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
572,70963,Presevo,2014,784757.86,762092.56,,,264,29744.0,,26.3837365519,25.6217240452,,18.0,DPA,Demokratska partija albanaca,18.0,DPA,Demokratska partija albanaca
573,70963,Presevo,2015,797690.51,0.0,,,264,29744.0,,26.8185351668,0.0,,18.0,DPA,Demokratska partija albanaca,18.0,DPA,Demokratska partija albanaca
574,70971,Priboj,2014,751019.98,626387.09,,,553,25979.0,,28.9087332076,24.1112856538,,,,,,,
575,70971,Priboj,2015,986061.37,0.0,,,553,25979.0,,37.956094153,0.0,,,,,,,
576,70980,Prijepolje,2014,766946.0,603255.0,,,827,36143.0,,21.2197659298,16.6907838309,,27.0,SDzP,Sandzacka demokratska partija,27.0,SDzP,Sandzacka demokratska partija
577,70980,Prijepolje,2015,737282.0,0.0,,,827,36143.0,,20.3990260908,0.0,,27.0,SDzP,Sandzacka demokratska partija,27.0,SDzP,Sandzacka demokratska partija
578,71005,Razanj,2014,362008.0,258443.0,,,289,8614.0,,42.0255398189,30.002670072,,15.0,NS,Nova Srbija,15.0,NS,Nova Srbija
579,71005,Razanj,2015,364273.0,0.0,,,289,8614.0,,42.2884838635,0.0,,15.0,NS,Nova Srbija,15.0,NS,Nova Srbija
580,71013,Raca,2014,377938.0,271060.0,,,216,11045.0,,34.2180172024,24.5414214577,,15.0,NS,Nova Srbija,4.0,URS,Ujedinjeni Regioni Srbije
581,71013,Raca,2015,349558.0,0.0,,,216,11045.0,,31.648528746,0.0,,15.0,NS,Nova Srbija,4.0,URS,Ujedinjeni Regioni Srbije
582,71021,Raska,2014,866647.0,735610.0,,,670,23904.0,,36.2553129183,30.7735107095,,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
583,71021,Raska,2015,1011137.0,0.0,,,670,23904.0,,42.2999079652,0.0,,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
584,71048,Jagodina,2014,2725225.0,2178671.0,,,470,71231.0,,38.258974323,30.5859948618,,,,,,,
585,71048,Jagodina,2015,2923220.0,0.0,,,470,71231.0,,41.0385927475,0.0,,,,,,,
586,71056,Svilajnac,2014,959499.94,758127.15,,,326,22595.0,,42.465144501,33.5528723169,,,,,,,
587,71056,Svilajnac,2015,1048000.0,0.0,,,326,22595.0,,46.3819429077,0.0,,,,,,,
588,71064,Svrljig,2014,504800.0,413156.0,,,497,13507.0,,37.3732138891,30.5882875546,,23.0,USS,Ujedinjena seljacka stranka,23.0,USS,Ujedinjena seljacka stranka
589,71064,Svrljig,2015,641820.0,0.0,,,497,13507.0,,47.5175834752,0.0,,23.0,USS,Ujedinjena seljacka stranka,23.0,USS,Ujedinjena seljacka stranka
590,71072,Sjenica,2014,783296.0,645383.58,,,1059,26141.0,,29.9642706859,24.6885574385,,27.0,SDzP,Sandzacka demokratska partija,32.0,SDA,Stranka demokratske akcije Sandzaka
591,71072,Sjenica,2015,736105.4,0.0,,,1059,26141.0,,28.1590375273,0.0,,27.0,SDzP,Sandzacka demokratska partija,32.0,SDA,Stranka demokratske akcije Sandzaka
592,71102,Smederevska Palanka,2014,1047834.0,848755.0,,,421,48611.0,,21.5554915554,17.460142766,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
593,71102,Smederevska Palanka,2015,1079615.0,0.0,,,421,48611.0,,22.2092736212,0.0,,2.0,DS,Demokratska Stranka,2.0,DS,Demokratska Stranka
594,71129,Sokobanja,2014,630794.0,457760.0,,,525,15265.0,,41.3228955126,29.9875532263,,,,,,,
595,71129,Sokobanja,2015,737958.0,0.0,,,525,15265.0,,48.3431378972,0.0,,,,,,,
596,71137,Surdulica,2014,1001434.0,677404.0,,,628,19624.0,,51.0310843865,34.519160212,,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
597,71137,Surdulica,2015,966540.0,0.0,,,628,19624.0,,49.2529555646,0.0,,3.0,SPS,Socijalisticka Partija Srbije,3.0,SPS,Socijalisticka Partija Srbije
598,71145,Uzice,2014,2329377.33,2121767.87,,,667,76364.0,,30.5036054947,27.7849231313,,,,,,,
599,71145,Uzice,2015,2400000.01,0.0,,,667,76364.0,,31.4284219004,0.0,,,,,,,
600,71153,Topola,2014,582067.0,487014.0,,,357,21506.0,,27.0653306054,22.6454942807,,15.0,NS,Nova Srbija,15.0,NS,Nova Srbija
601,71153,Topola,2015,513237.0,0.0,,,357,21506.0,,23.86482842,0.0,,15.0,NS,Nova Srbija,15.0,NS,Nova Srbija
602,71161,Trgoviste,2014,367746.0,269645.0,,,370,4806.0,,76.518102372,56.1059092801,,4.0,URS,Ujedinjeni Regioni Srbije,1.0,SNS,Srpska Napredna Stranka
603,71161,Trgoviste,2015,317258.0,0.0,,,370,4806.0,,66.012900541,0.0,,4.0,URS,Ujedinjeni Regioni Srbije,1.0,SNS,Srpska Napredna Stranka
604,71170,Trstenik,2014,1051370.42,958000.88,,,448,41381.0,,25.4070810275,23.1507426113,,2.0,DS,Demokratska Stranka,4.0,URS,Ujedinjeni Regioni Srbije
605,71170,Trstenik,2015,1256172.82,0.0,,,448,41381.0,,30.356270269,0.0,,2.0,DS,Demokratska Stranka,4.0,URS,Ujedinjeni Regioni Srbije
606,71200,cuprija,2014,889539.01,623347.49,,,287,29618.0,,30.0337298265,21.0462384361,,13.0,JS,Jedinstvena Srbija,1.0,SNS,Srpska Napredna Stranka
607,71200,cuprija,2015,1026600.0,0.0,,,287,29618.0,,34.6613545817,0.0,,13.0,JS,Jedinstvena Srbija,1.0,SNS,Srpska Napredna Stranka
608,71218,Ub,2014,985900.0,773999.0,,,456,28358.0,,34.7662035404,27.2938500599,,,,,,,
609,71218,Ub,2015,868970.0,0.0,,,456,28358.0,,30.6428521052,0.0,,,,,,,
610,71226,Crna Trava,2014,170398.52,110710.99,,,312,1470.0,,115.917360544,75.3135986395,,7.0,DSS,Demokratska stranke Srbije,7.0,DSS,Demokratska stranke Srbije
611,71226,Crna Trava,2015,171200.0,0.0,,,312,1470.0,,116.462585034,0.0,,7.0,DSS,Demokratska stranke Srbije,7.0,DSS,Demokratska stranke Srbije
612,71234,cajetina,2014,1786599.99,1463705.36,,,647,14413.0,,123.95753764,101.554524388,,7.0,DSS,Demokratska stranke Srbije,7.0,DSS,Demokratska stranke Srbije
613,71234,cajetina,2015,1905000.0,0.0,,,647,14413.0,,132.172344411,0.0,,7.0,DSS,Demokratska stranke Srbije,7.0,DSS,Demokratska stranke Srbije
614,71242,cacak,2014,3327674.0,2787777.0,,,636,113383.0,,29.3489676583,24.587257349,,15.0,NS,Nova Srbija,15.0,NS,Nova Srbija
615,71242,cacak,2015,3332954.0,0.0,,,636,113383.0,,29.3955354859,0.0,,15.0,NS,Nova Srbija,15.0,NS,Nova Srbija
616,71277,Lapovo,2014,232963.35,190433.37,,,55,7550.0,,30.8560728477,25.2229629139,,25.0,SPO,Srpski pokret obnove,2.0,DS,Demokratska Stranka
617,71277,Lapovo,2015,209800.0,0.0,,,55,7550.0,,27.7880794702,0.0,,25.0,SPO,Srpski pokret obnove,2.0,DS,Demokratska Stranka
618,71285,Nis-Niska Banja ,2011,164300.0,105456.0,,,146,14482.0,,11.3451180776,7.28186714542,,7.0,DSS,Demokratska stranke Srbije,4.0,URS,Ujedinjeni Regioni Srbije
